"범죄별","기간별","항목","단위","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년",
"상해","5일 이내","범죄발생부터 인지까지의 기간[건]","건","3190","3465","3180","3263","3081","3087","3331","3495","3310","","","","",
"상해","10일 이내","범죄발생부터 인지까지의 기간[건]","건","1721","1897","1794","2013","1993","1883","2116","2322","2256","","","","",
"상해","30일 이내","범죄발생부터 인지까지의 기간[건]","건","1964","","","","","","","","","","","","",
"상해","90일 이내","범죄발생부터 인지까지의 기간[건]","건","1067","","","","","","","","","","","","",
"상해","90일 이상","범죄발생부터 인지까지의 기간[건]","건","1204","","","","","","","","","","","","",
"상해","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","2206","2228","2320","2409","2332","2585","2690","2469","","","","",
"상해","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","1354","1400","1516","1514","1682","1808","1672","1568","","","","",
"상해","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","814","933","1068","1063","1271","1463","1358","1425","","","","",
"협박","합계","범죄발생부터 인지까지의 기간[건]","건","652","818","740","780","851","882","1199","1554","2096","","","","",
"협박","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","23","29","24","26","20","33","58","115","182","","","","",
"협박","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","7","3","4","5","9","10","10","13","","","","",
"협박","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","5","8","4","7","3","6","12","16","","","","",
"협박","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","3","14","9","10","6","13","16","12","23","","","","",
"협박","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","25","29","26","24","35","21","38","42","62","","","","",
"협박","2일 이내","범죄발생부터 인지까지의 기간[건]","건","18","39","30","34","41","31","42","69","85","","","","",
"협박","5일 이내","범죄발생부터 인지까지의 기간[건]","건","80","77","60","80","71","69","101","102","157","","","","",
"협박","10일 이내","범죄발생부터 인지까지의 기간[건]","건","51","46","31","71","55","70","82","120","143","","","","",
"협박","30일 이내","범죄발생부터 인지까지의 기간[건]","건","127","","","","","","","","","","","","",
"협박","90일 이내","범죄발생부터 인지까지의 기간[건]","건","126","","","","","","","","","","","","",
"협박","90일 이상","범죄발생부터 인지까지의 기간[건]","건","191","","","","","","","","","","","","",
"협박","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","140","110","97","142","128","180","251","289","","","","",
"협박","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","154","176","158","165","197","227","299","378","","","","",
"협박","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","278","263","272","304","308","439","522","748","","","","",
"공갈","합계","범죄발생부터 인지까지의 기간[건]","건","1075","1101","1473","1355","1367","1259","1477","1830","2495","","","","",
"공갈","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","81","95","134","176","183","171","207","273","261","","","","",
"공갈","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","14","37","45","62","49","40","42","75","46","","","","",
"공갈","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","15","30","31","36","26","38","33","51","29","","","","",
"공갈","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","15","26","22","35","35","23","35","35","22","","","","",
"공갈","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","50","36","68","75","78","59","48","81","77","","","","",
"공갈","2일 이내","범죄발생부터 인지까지의 기간[건]","건","34","72","64","49","50","54","56","69","49","","","","",
"공갈","5일 이내","범죄발생부터 인지까지의 기간[건]","건","95","80","81","74","110","86","77","77","102","","","","",
"공갈","10일 이내","범죄발생부터 인지까지의 기간[건]","건","66","32","64","63","54","66","58","65","104","","","","",
"공갈","30일 이내","범죄발생부터 인지까지의 기간[건]","건","137","","","","","","","","","","","","",
"공갈","90일 이내","범죄발생부터 인지까지의 기간[건]","건","165","","","","","","","","","","","","",
"공갈","90일 이상","범죄발생부터 인지까지의 기간[건]","건","403","","","","","","","","","","","","",
"공갈","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","122","143","129","121","117","150","163","312","","","","",
"공갈","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","158","192","179","174","136","181","222","348","","","","",
"공갈","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","413","629","477","487","469","590","719","1145","","","","",
"약취와 유인","합계","범죄발생부터 인지까지의 기간[건]","건","280","170","127","155","246","202","175","305","330","","","","",
"약취와 유인","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","20","10","9","12","66","21","14","19","24","","","","",
"약취와 유인","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","5","","","4","3","3","2","6","3","","","","",
"약취와 유인","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","6","6","2","7","2","6","4","4","4","","","","",
"약취와 유인","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","6","8","5","6","3","7","4","7","1","","","","",
"약취와 유인","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","22","10","8","7","10","4","6","10","7","","","","",
"약취와 유인","2일 이내","범죄발생부터 인지까지의 기간[건]","건","18","16","3","9","6","13","11","9","12","","","","",
"약취와 유인","5일 이내","범죄발생부터 인지까지의 기간[건]","건","28","14","12","10","12","18","12","27","13","","","","",
"약취와 유인","10일 이내","범죄발생부터 인지까지의 기간[건]","건","20","10","11","14","14","14","11","20","10","","","","",
"약취와 유인","30일 이내","범죄발생부터 인지까지의 기간[건]","건","49","","","","","","","","","","","","",
"약취와 유인","90일 이내","범죄발생부터 인지까지의 기간[건]","건","38","","","","","","","","","","","","",
"약취와 유인","90일 이상","범죄발생부터 인지까지의 기간[건]","건","68","","","","","","","","","","","","",
"약취와 유인","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","27","23","18","28","38","27","41","52","","","","",
"약취와 유인","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","24","15","25","38","29","26","65","57","","","","",
"약취와 유인","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","45","39","43","64","49","58","97","147","","","","",
"체포와 감금","합계","범죄발생부터 인지까지의 기간[건]","건","174","201","169","214","265","251","266","375","379","","","","",
"체포와 감금","1시간 이내","범죄발생부터 인지까지의 기간[건]","건","6","8","7","17","17","16","25","48","46","","","","",
"체포와 감금","2시간 이내","범죄발생부터 인지까지의 기간[건]","건","2","1","6","3","7","5","7","5","5","","","","",
"체포와 감금","5시간 이내","범죄발생부터 인지까지의 기간[건]","건","4","7","7","4","5","10","8","10","8","","","","",
"체포와 감금","12시간 이내","범죄발생부터 인지까지의 기간[건]","건","5","8","6","7","9","10","11","12","13","","","","",
"체포와 감금","24시간 이내","범죄발생부터 인지까지의 기간[건]","건","13","15","13","18","14","22","15","25","18","","","","",
"체포와 감금","2일 이내","범죄발생부터 인지까지의 기간[건]","건","15","13","9","15","19","17","15","17","22","","","","",
"체포와 감금","5일 이내","범죄발생부터 인지까지의 기간[건]","건","23","28","24","28","34","25","35","43","38","","","","",
"체포와 감금","10일 이내","범죄발생부터 인지까지의 기간[건]","건","15","14","25","21","24","19","20","31","26","","","","",
"체포와 감금","30일 이내","범죄발생부터 인지까지의 기간[건]","건","26","","","","","","","","","","","","",
"체포와 감금","90일 이내","범죄발생부터 인지까지의 기간[건]","건","24","","","","","","","","","","","","",
"체포와 감금","90일 이상","범죄발생부터 인지까지의 기간[건]","건","41","","","","","","","","","","","","",
"체포와 감금","1개월 이내","범죄발생부터 인지까지의 기간[건]","건","","34","22","26","38","43","24","52","38","","","","",
"체포와 감금","3개월 이내","범죄발생부터 인지까지의 기간[건]","건","","25","18","30","34","30","39","46","54","","","","",
"체포와 감금","3개월 초과","범죄발생부터 인지까지의 기간[건]","건","","48","32","45","64","54","67","86","111","","","","",
"강력범죄(흉악)","합계","범죄발생부터 인지까지의 기간[건]","건","","","","","","","","","","17759","20416","19539","19941",
